seq	name.x	term	lev	value	swissProt	name.y	egn	db	description
ORTHOMCL16531	neuron projection	GO:0043005	2	1	Q29611	CLN3_CANLF	CLN3	CANLF	none
ORTHOMCL17335	neuron projection	GO:0043005	2	1	Q2HJF7	KCC2D_BOVIN	KCC2D	BOVIN	Calcium/calmodulin-dependent protein kinase type II subunit delta  [Source:UniProtKB/Swiss-Prot;Acc:Q2HJF7]
ORTHOMCL18707	neuron projection	GO:0043005	2	1	Q05940	VMAT2_HUMAN	VMAT2	HUMAN	solute carrier family 18 member A2 [Source:HGNC Symbol;Acc:HGNC:10935]
ORTHOMCL19328	neuron projection	GO:0043005	2	1	Q9UGM3	DMBT1_HUMAN	DMBT1	HUMAN	deleted in malignant brain tumors 1 [Source:HGNC Symbol;Acc:HGNC:2926]
ORTHOMCL20096	neuron projection	GO:0043005	2	1	P16621	LAR_DROME	LAR	DROME	Leukocyte-antigen-related-like [Source:FlyBase;Acc:FBgn0000464]
ORTHOMCL2067	neuron projection	GO:0043005	2	1	P19419	ELK1_HUMAN	ELK1	HUMAN	ELK1, ETS transcription factor [Source:HGNC Symbol;Acc:HGNC:3321]
ORTHOMCL2788	neuron projection	GO:0043005	2	1	Q99961	SH3G1_HUMAN	SH3G1	HUMAN	SH3 domain containing GRB2 like 1, endophilin A2 [Source:HGNC Symbol;Acc:HGNC:10830]
ORTHOMCL2985	neuron projection	GO:0043005	2	1	Q9BUH8	BEGIN_HUMAN	BEGIN	HUMAN	brain enriched guanylate kinase associated [Source:HGNC Symbol;Acc:HGNC:24163]
ORTHOMCL3435	neuron projection	GO:0043005	2	1	O43896	KIF1C_HUMAN	KIF1C	HUMAN	kinesin family member 1C [Source:HGNC Symbol;Acc:HGNC:6317]
ORTHOMCL5490	neuron projection	GO:0043005	2	1	Q12955	ANK3_HUMAN	ANK3	HUMAN	ankyrin 3 [Source:HGNC Symbol;Acc:HGNC:494]
ORTHOMCL5598	neuron projection	GO:0043005	2	1	P51151	RAB9A_HUMAN	RAB9A	HUMAN	RAB9A, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9792]
ORTHOMCL5640	neuron projection	GO:0043005	2	1	Q9Y3I1	FBX7_HUMAN	FBX7	HUMAN	F-box protein 7 [Source:HGNC Symbol;Acc:HGNC:13586]
ORTHOMCL5774	neuron projection	GO:0043005	2	1	P22059	OSBP1_HUMAN	OSBP1	HUMAN	oxysterol binding protein [Source:HGNC Symbol;Acc:HGNC:8503]
ORTHOMCL5871	neuron projection	GO:0043005	2	1	P30531	SC6A1_HUMAN	SC6A1	HUMAN	solute carrier family 6 member 1 [Source:HGNC Symbol;Acc:HGNC:11042]
ORTHOMCL5984	neuron projection	GO:0043005	2	1	F1RCP1	BECN1_DANRE	BECN1	DANRE	beclin 1, autophagy related [Source:ZFIN;Acc:ZDB-GENE-040426-1666]
ORTHOMCL6448	neuron projection	GO:0043005	2	1	Q9UDT6	CLIP2_HUMAN	CLIP2	HUMAN	CAP-Gly domain containing linker protein 2 [Source:HGNC Symbol;Acc:HGNC:2586]
ORTHOMCL6750	neuron projection	GO:0043005	2	1	P18519	TNR16_CHICK	TNR16	CHICK	Tumor necrosis factor receptor superfamily member 16  [Source:UniProtKB/Swiss-Prot;Acc:P18519]
ORTHOMCL6861	neuron projection	GO:0043005	2	1	P25685	DNJB1_HUMAN	DNJB1	HUMAN	DnaJ heat shock protein family (Hsp40) member B1 [Source:HGNC Symbol;Acc:HGNC:5270]
ORTHOMCL7262	neuron projection	GO:0043005	2	1	Q7T3A4	RAB13_DANRE	RAB13	DANRE	RAB13, member RAS oncogene family [Source:ZFIN;Acc:ZDB-GENE-030826-30]
ORTHOMCL7474	neuron projection	GO:0043005	2	1	Q6UUV9	CRTC1_HUMAN	CRTC1	HUMAN	CREB regulated transcription coactivator 1 [Source:HGNC Symbol;Acc:HGNC:16062]
ORTHOMCL7549	neuron projection	GO:0043005	2	1	P29371	NK3R_HUMAN	NK3R	HUMAN	tachykinin receptor 3 [Source:HGNC Symbol;Acc:HGNC:11528]
ORTHOMCL7830	neuron projection	GO:0043005	2	1	E1BLT8	ZDHC5_BOVIN	ZDHC5	BOVIN	zinc finger DHHC-type containing 5 [Source:VGNC Symbol;Acc:VGNC:37143]
ORTHOMCL8234	neuron projection	GO:0043005	2	1	P00519	ABL1_HUMAN	ABL1	HUMAN	ABL proto-oncogene 1, non-receptor tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:76]
ORTHOMCL8273	neuron projection	GO:0043005	2	1	Q5PRF9	SMAG2_HUMAN	SMAG2	HUMAN	sterile alpha motif domain containing 4B [Source:HGNC Symbol;Acc:HGNC:25492]
ORTHOMCL8494	neuron projection	GO:0043005	2	1	Q01484	ANK2_HUMAN	ANK2	HUMAN	ankyrin 2 [Source:HGNC Symbol;Acc:HGNC:493]
ORTHOMCL8545	neuron projection	GO:0043005	2	1	Q15366	PCBP2_HUMAN	PCBP2	HUMAN	poly(rC) binding protein 2 [Source:HGNC Symbol;Acc:HGNC:8648]
ORTHOMCL8658	neuron projection	GO:0043005	2	1	Q14315	FLNC_HUMAN	FLNC	HUMAN	filamin C [Source:HGNC Symbol;Acc:HGNC:3756]
ORTHOMCL9492	neuron projection	GO:0043005	2	1	O60462	NRP2_HUMAN	NRP2	HUMAN	neuropilin 2 [Source:HGNC Symbol;Acc:HGNC:8005]
ORTHOMCL9617	neuron projection	GO:0043005	2	1	Q96N67	DOCK7_HUMAN	DOCK7	HUMAN	dedicator of cytokinesis 7 [Source:HGNC Symbol;Acc:HGNC:19190]
ORTHOMCL9787	neuron projection	GO:0043005	2	1	F1LYQ8	FARP1_RAT	FARP1	RAT	none
ORTHOMCL11790	synapse	GO:0045202	1	1	P10586	PTPRF_HUMAN	PTPRF	HUMAN	protein tyrosine phosphatase, receptor type F [Source:HGNC Symbol;Acc:HGNC:9670]
ORTHOMCL11961	synapse	GO:0045202	1	1	Q8TD84	DSCL1_HUMAN	DSCL1	HUMAN	DS cell adhesion molecule like 1 [Source:HGNC Symbol;Acc:HGNC:14656]
ORTHOMCL12258	synapse	GO:0045202	1	1	Q9UPQ7	PZRN3_HUMAN	PZRN3	HUMAN	PDZ domain containing ring finger 3 [Source:HGNC Symbol;Acc:HGNC:17704]
ORTHOMCL12269	synapse	GO:0045202	1	1	Q9P232	CNTN3_HUMAN	CNTN3	HUMAN	contactin 3 [Source:HGNC Symbol;Acc:HGNC:2173]
ORTHOMCL12283	synapse	GO:0045202	1	1	P29274	AA2AR_HUMAN	AA2AR	HUMAN	adenosine A2a receptor [Source:HGNC Symbol;Acc:HGNC:263]
ORTHOMCL12483	synapse	GO:0045202	1	1	P18433	PTPRA_HUMAN	PTPRA	HUMAN	protein tyrosine phosphatase, receptor type A [Source:HGNC Symbol;Acc:HGNC:9664]
ORTHOMCL12636	synapse	GO:0045202	1	1	Q9Y490	TLN1_HUMAN	TLN1	HUMAN	talin 1 [Source:HGNC Symbol;Acc:HGNC:11845]
ORTHOMCL12979	synapse	GO:0045202	1	1	Q8TDM6	DLG5_HUMAN	DLG5	HUMAN	discs large MAGUK scaffold protein 5 [Source:HGNC Symbol;Acc:HGNC:2904]
ORTHOMCL13564	synapse	GO:0045202	1	1	Q12923	PTN13_HUMAN	PTN13	HUMAN	protein tyrosine phosphatase, non-receptor type 13 [Source:HGNC Symbol;Acc:HGNC:9646]
ORTHOMCL13690	synapse	GO:0045202	1	1	Q6P3S1	DEN1B_HUMAN	DEN1B	HUMAN	DENN domain containing 1B [Source:HGNC Symbol;Acc:HGNC:28404]
ORTHOMCL13749	synapse	GO:0045202	1	1	Q3UTQ8	CDKL5_MOUSE	CDKL5	MOUSE	none
ORTHOMCL13759	synapse	GO:0045202	1	1	D3ZB51	TUTLB_RAT	TUTLB	RAT	none
ORTHOMCL14401	synapse	GO:0045202	1	1	Q8NB59	SYT14_HUMAN	SYT14	HUMAN	synaptotagmin 14 [Source:HGNC Symbol;Acc:HGNC:23143]
ORTHOMCL14405	synapse	GO:0045202	1	1	Q96A44	SPSB4_HUMAN	SPSB4	HUMAN	splA/ryanodine receptor domain and SOCS box containing 4 [Source:HGNC Symbol;Acc:HGNC:30630]
ORTHOMCL15109	synapse	GO:0045202	1	1	O75445	USH2A_HUMAN	USH2A	HUMAN	usherin [Source:HGNC Symbol;Acc:HGNC:12601]
ORTHOMCL15391	synapse	GO:0045202	1	1	O60242	AGRB3_HUMAN	AGRB3	HUMAN	adhesion G protein-coupled receptor B3 [Source:HGNC Symbol;Acc:HGNC:945]
ORTHOMCL17335	synapse	GO:0045202	1	1	Q2HJF7	KCC2D_BOVIN	KCC2D	BOVIN	Calcium/calmodulin-dependent protein kinase type II subunit delta  [Source:UniProtKB/Swiss-Prot;Acc:Q2HJF7]
ORTHOMCL17727	synapse	GO:0045202	1	1	Q8WXG9	GPR98_HUMAN	GPR98	HUMAN	adhesion G protein-coupled receptor V1 [Source:HGNC Symbol;Acc:HGNC:17416]
ORTHOMCL18576	synapse	GO:0045202	1	1	Q96RW7	HMCN1_HUMAN	HMCN1	HUMAN	hemicentin 1 [Source:HGNC Symbol;Acc:HGNC:19194]
ORTHOMCL18609	synapse	GO:0045202	1	1	Q8N8E3	CE112_HUMAN	CE112	HUMAN	centrosomal protein 112 [Source:HGNC Symbol;Acc:HGNC:28514]
ORTHOMCL19328	synapse	GO:0045202	1	1	Q9UGM3	DMBT1_HUMAN	DMBT1	HUMAN	deleted in malignant brain tumors 1 [Source:HGNC Symbol;Acc:HGNC:2926]
ORTHOMCL2788	synapse	GO:0045202	1	1	Q99961	SH3G1_HUMAN	SH3G1	HUMAN	SH3 domain containing GRB2 like 1, endophilin A2 [Source:HGNC Symbol;Acc:HGNC:10830]
ORTHOMCL3238	synapse	GO:0045202	1	1	O94985	CSTN1_HUMAN	CSTN1	HUMAN	calsyntenin 1 [Source:HGNC Symbol;Acc:HGNC:17447]
ORTHOMCL3435	synapse	GO:0045202	1	1	O43896	KIF1C_HUMAN	KIF1C	HUMAN	kinesin family member 1C [Source:HGNC Symbol;Acc:HGNC:6317]
ORTHOMCL3469	synapse	GO:0045202	1	1	Q8N0X7	SPART_HUMAN	SPART	HUMAN	spartin [Source:HGNC Symbol;Acc:HGNC:18514]
ORTHOMCL5490	synapse	GO:0045202	1	1	Q12955	ANK3_HUMAN	ANK3	HUMAN	ankyrin 3 [Source:HGNC Symbol;Acc:HGNC:494]
ORTHOMCL5495	synapse	GO:0045202	1	1	Q8N441	FGRL1_HUMAN	FGRL1	HUMAN	fibroblast growth factor receptor like 1 [Source:HGNC Symbol;Acc:HGNC:3693]
ORTHOMCL5964	synapse	GO:0045202	1	1	Q8TDW5	SYTL5_HUMAN	SYTL5	HUMAN	synaptotagmin like 5 [Source:HGNC Symbol;Acc:HGNC:15589]
ORTHOMCL7446	synapse	GO:0045202	1	1	O15034	RIMB2_HUMAN	RIMB2	HUMAN	RIMS binding protein 2 [Source:HGNC Symbol;Acc:HGNC:30339]
ORTHOMCL7474	synapse	GO:0045202	1	1	Q6UUV9	CRTC1_HUMAN	CRTC1	HUMAN	CREB regulated transcription coactivator 1 [Source:HGNC Symbol;Acc:HGNC:16062]
ORTHOMCL7549	synapse	GO:0045202	1	1	P29371	NK3R_HUMAN	NK3R	HUMAN	tachykinin receptor 3 [Source:HGNC Symbol;Acc:HGNC:11528]
ORTHOMCL8234	synapse	GO:0045202	1	1	P00519	ABL1_HUMAN	ABL1	HUMAN	ABL proto-oncogene 1, non-receptor tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:76]
ORTHOMCL8273	synapse	GO:0045202	1	1	Q5PRF9	SMAG2_HUMAN	SMAG2	HUMAN	sterile alpha motif domain containing 4B [Source:HGNC Symbol;Acc:HGNC:25492]
ORTHOMCL8494	synapse	GO:0045202	1	1	Q01484	ANK2_HUMAN	ANK2	HUMAN	ankyrin 2 [Source:HGNC Symbol;Acc:HGNC:493]
ORTHOMCL9688	synapse	GO:0045202	1	1	Q14118	DAG1_HUMAN	DAG1	HUMAN	dystroglycan 1 [Source:HGNC Symbol;Acc:HGNC:2666]
ORTHOMCL9787	synapse	GO:0045202	1	1	F1LYQ8	FARP1_RAT	FARP1	RAT	none
